1790183053.344 事件到画完 样本3975 无需重画5 p50=17.89ms p90=30.50ms p99=39.14ms max=44.27ms
1790183063.743 事件到画完 样本4006 无需重画5 p50=17.90ms p90=30.53ms p99=39.21ms max=44.27ms
1790183073.826 事件到画完 样本4036 无需重画5 p50=17.90ms p90=30.57ms p99=39.25ms max=44.27ms
1790183084.083 事件到画完 样本4064 无需重画5 p50=17.89ms p90=30.57ms p99=39.23ms max=44.27ms
1790183094.084 事件到画完 样本4094 无需重画5 p50=17.86ms p90=30.55ms p99=39.22ms max=44.27ms
1790183104.173 事件到画完 样本4122 无需重画6 p50=17.86ms p90=30.57ms p99=39.22ms max=44.27ms
1790183114.173 事件到画完 样本4147 无需重画6 p50=17.89ms p90=30.58ms p99=39.24ms max=44.66ms
1790183124.266 事件到画完 样本4173 无需重画6 p50=17.87ms p90=30.57ms p99=39.23ms max=44.66ms
1790183134.324 事件到画完 样本4200 无需重画6 p50=17.88ms p90=30.57ms p99=39.22ms max=44.66ms
1790183144.474 事件到画完 样本4223 无需重画6 p50=17.90ms p90=30.57ms p99=39.22ms max=44.66ms
1790183154.630 事件到画完 样本4248 无需重画6 p50=17.90ms p90=30.57ms p99=39.21ms max=44.66ms
1790183164.681 事件到画完 样本4274 无需重画6 p50=17.91ms p90=30.57ms p99=39.21ms max=44.66ms
1790183174.982 事件到画完 样本4298 无需重画6 p50=17.92ms p90=30.58ms p99=39.21ms max=44.66ms
1790183185.096 事件到画完 样本4325 无需重画6 p50=17.91ms p90=30.58ms p99=39.19ms max=44.66ms
1790183195.108 事件到画完 样本4352 无需重画6 p50=17.90ms p90=30.57ms p99=39.16ms max=44.66ms
1790183205.212 事件到画完 样本4376 无需重画6 p50=17.91ms p90=30.58ms p99=39.14ms max=44.66ms
1790183215.659 事件到画完 样本4402 无需重画6 p50=17.92ms p90=30.58ms p99=39.12ms max=44.66ms
1790183225.760 事件到画完 样本4429 无需重画6 p50=17.92ms p90=30.58ms p99=39.18ms max=44.66ms
1790183236.099 事件到画完 样本4451 无需重画6 p50=17.92ms p90=30.57ms p99=39.16ms max=44.66ms
1790183246.101 事件到画完 样本4482 无需重画6 p50=17.92ms p90=30.57ms p99=39.13ms max=44.66ms
1790183256.103 事件到画完 样本4506 无需重画6 p50=17.92ms p90=30.53ms p99=39.12ms max=44.66ms
1790183266.175 事件到画完 样本4533 无需重画6 p50=17.91ms p90=30.54ms p99=39.11ms max=44.66ms
1790183276.209 事件到画完 样本4559 无需重画6 p50=17.92ms p90=30.55ms p99=39.11ms max=44.66ms
1790183286.337 事件到画完 样本4587 无需重画6 p50=17.97ms p90=30.57ms p99=39.21ms max=44.66ms
1790183296.461 事件到画完 样本4614 无需重画6 p50=17.96ms p90=30.57ms p99=39.22ms max=44.75ms
1790183306.711 事件到画完 样本4643 无需重画6 p50=17.96ms p90=30.57ms p99=39.22ms max=44.75ms
1790183316.860 事件到画完 样本4675 无需重画6 p50=17.91ms p90=30.57ms p99=39.21ms max=44.75ms
1790183327.035 事件到画完 样本4707 无需重画6 p50=17.90ms p90=30.56ms p99=39.21ms max=44.75ms
1790183337.052 事件到画完 样本4741 无需重画6 p50=17.86ms p90=30.55ms p99=39.17ms max=44.75ms
1790183347.088 事件到画完 样本4768 无需重画7 p50=17.87ms p90=30.58ms p99=39.23ms max=44.75ms
1790183357.093 事件到画完 样本4799 无需重画7 p50=17.86ms p90=30.58ms p99=39.26ms max=44.75ms
1790183367.128 事件到画完 样本4830 无需重画7 p50=17.85ms p90=30.57ms p99=39.25ms max=44.75ms
1790183377.139 事件到画完 样本4860 无需重画7 p50=17.85ms p90=30.56ms p99=39.24ms max=44.75ms
1790183387.229 事件到画完 样本4890 无需重画7 p50=17.82ms p90=30.56ms p99=39.22ms max=44.75ms
1790183397.361 事件到画完 样本4919 无需重画7 p50=17.82ms p90=30.56ms p99=39.22ms max=44.75ms
1790183407.537 事件到画完 样本4950 无需重画7 p50=17.80ms p90=30.55ms p99=39.21ms max=44.75ms
1790183417.674 事件到画完 样本4978 无需重画7 p50=17.77ms p90=30.55ms p99=39.21ms max=44.75ms
1790183427.747 事件到画完 样本5008 无需重画7 p50=17.77ms p90=30.56ms p99=39.22ms max=44.75ms
1790183437.742 事件到画完 样本5036 无需重画7 p50=17.72ms p90=30.55ms p99=39.22ms max=44.75ms
1790183447.830 事件到画完 样本5063 无需重画7 p50=17.70ms p90=30.54ms p99=39.21ms max=44.75ms
1790183458.102 事件到画完 样本5094 无需重画7 p50=17.71ms p90=30.56ms p99=39.22ms max=44.75ms
