symbol,route,route_after_fix,ticker,multiplier,binance_price,cg_id,cg_price,price_ratio,identity,shown_cap_usd,right_cg_id,right_cap_usd,cap_error_x,same_ticker_ids
APTUSDT,binance-原名,binance-原名,APT,1.0,0.8337,,,,,,,,,
QNTUSDT,binance-原名,binance-原名,QNT,1.0,73.58,,,,,,,,,
FETUSDT,binance-原名,binance-原名,FET,1.0,0.2055,,,,,,,,,
MAGICUSDT,binance-原名,binance-原名,MAGIC,1.0,0.05185,,,,,,,,,
TUSDT,binance-原名,binance-原名,T,1.0,0.005525,,,,,,,,,
MINAUSDT,binance-原名,binance-原名,MINA,1.0,0.14669,,,,,,,,,
ASTRUSDT,binance-原名,binance-原名,ASTR,1.0,0.007236,,,,,,,,,
GMXUSDT,binance-原名,binance-原名,GMX,1.0,8.376,,,,,,,,,
CFXUSDT,binance-原名,binance-原名,CFX,1.0,0.05454,,,,,,,,,
STXUSDT,binance-原名,binance-原名,STX,1.0,0.322,,,,,,,,,
ACHUSDT,binance-原名,binance-原名,ACH,1.0,0.006022,,,,,,,,,
SSVUSDT,binance-原名,binance-原名,SSV,1.0,3.289,,,,,,,,,
CKBUSDT,binance-原名,binance-原名,CKB,1.0,0.0013419,,,,,,,,,
LQTYUSDT,binance-原名,binance-原名,LQTY,1.0,0.2439,,,,,,,,,
USDCUSDT,binance-原名,binance-原名,USDC,1.0,0.9996,,,,,,,,,
IDUSDT,binance-原名,binance-原名,ID,1.0,0.03825,,,,,,,,,
ARBUSDT,binance-原名,binance-原名,ARB,1.0,0.23252,,,,,,,,,
JOEUSDT,binance-原名,binance-原名,JOE,1.0,0.03663,,,,,,,,,
TLMUSDT,binance-原名,binance-原名,TLM,1.0,0.001544,,,,,,,,,
XVSUSDT,binance-原名,binance-原名,XVS,1.0,3.367,,,,,,,,,
ETHBTC,查不到,查不到,,1.0,0.031822,,,,,,,,,
BLURUSDT,binance-原名,binance-原名,BLUR,1.0,0.02053,,,,,,,,,
EDUUSDT,binance-原名,binance-原名,EDU,1.0,0.05266,,,,,,,,,
SUIUSDT,binance-原名,binance-原名,SUI,1.0,1.0091,,,,,,,,,
1000PEPEUSDT,binance-去打包前缀,binance-去打包前缀,PEPE,1000.0,0.0047402,,,,,,,,,
1000FLOKIUSDT,binance-去打包前缀,binance-去打包前缀,FLOKI,1000.0,0.02921,,,,,,,,,
UMAUSDT,binance-原名,binance-原名,UMA,1.0,0.417,,,,,,,,,
NMRUSDT,binance-原名,binance-原名,NMR,1.0,9.94,,,,,,,,,
MAVUSDT,binance-原名,binance-原名,MAV,1.0,0.012004,,,,,,,,,
XVGUSDT,binance-原名,binance-原名,XVG,1.0,0.003079,,,,,,,,,
WLDUSDT,binance-原名,binance-原名,WLD,1.0,0.4526,,,,,,,,,
PENDLEUSDT,binance-原名,binance-原名,PENDLE,1.0,2.4509,,,,,,,,,
ARKMUSDT,binance-原名,binance-原名,ARKM,1.0,0.1313,,,,,,,,,
AGLDUSDT,binance-原名,binance-原名,AGLD,1.0,0.2148,,,,,,,,,
YGGUSDT,binance-原名,binance-原名,YGG,1.0,0.02779,,,,,,,,,
DODOXUSDT,查不到,查不到,,1.0,0.01842,,,,,,,,,
BNTUSDT,binance-原名,binance-原名,BNT,1.0,0.3413,,,,,,,,,
SEIUSDT,binance-原名,binance-原名,SEI,1.0,0.06085,,,,,,,,,
CYBERUSDT,binance-原名,binance-原名,CYBER,1.0,0.3606,,,,,,,,,
ARKUSDT,binance-原名,binance-原名,ARK,1.0,0.163,,,,,,,,,
BICOUSDT,binance-原名,binance-原名,BICO,1.0,0.02283,,,,,,,,,
BIGTIMEUSDT,binance-原名,binance-原名,BIGTIME,1.0,0.008563,,,,,,,,,
WAXPUSDT,binance-原名,binance-原名,WAXP,1.0,0.005663,,,,,,,,,
BSVUSDT,coingecko-原名,coingecko-原名-单价核对通过,BSV,1.0,22.44,bitcoin-cash-sv,22.69,0.9889819303658,对,450750737.25,bitcoin-cash-sv,450750737.25,1.0,bitcoin-cash-sv
RIFUSDT,binance-原名,binance-原名,RIF,1.0,0.09715,,,,,,,,,
POLYXUSDT,binance-原名,binance-原名,POLYX,1.0,0.04403,,,,,,,,,
GASUSDT,binance-原名,binance-原名,GAS,1.0,1.456,,,,,,,,,
POWRUSDT,binance-原名,binance-原名,POWR,1.0,0.06989,,,,,,,,,
TIAUSDT,binance-原名,binance-原名,TIA,1.0,0.51,,,,,,,,,
CAKEUSDT,binance-原名,binance-原名,CAKE,1.0,2.5905,,,,,,,,,
MEMEUSDT,binance-原名,binance-原名,MEME,1.0,0.0006251,,,,,,,,,
TWTUSDT,binance-原名,binance-原名,TWT,1.0,0.57,,,,,,,,,
ORDIUSDT,binance-原名,binance-原名,ORDI,1.0,4.82,,,,,,,,,
STEEMUSDT,binance-原名,binance-原名,STEEM,1.0,0.06083,,,,,,,,,
ILVUSDT,binance-原名,binance-原名,ILV,1.0,3.853,,,,,,,,,
KASUSDT,coingecko-原名,coingecko-原名-单价核对通过,KAS,1.0,0.04103,kaspa,0.04109423,0.9984370068498666,对,1137183783.7258267,kaspa,1137183783.7258267,1.0,kaspa
BEAMXUSDT,binance-原名,binance-原名,BEAMX,1.0,0.001946,,,,,,,,,
1000BONKUSDT,binance-去打包前缀,binance-去打包前缀,BONK,1000.0,0.003813,,,,,,,,,
PYTHUSDT,binance-原名,binance-原名,PYTH,1.0,0.06673,,,,,,,,,
SUPERUSDT,binance-原名,binance-原名,SUPER,1.0,0.18042,,,,,,,,,
USTCUSDT,binance-原名,binance-原名,USTC,1.0,0.005933,,,,,,,,,
ONGUSDT,binance-原名,binance-原名,ONG,1.0,0.09097,,,,,,,,,
ETHWUSDT,coingecko-原名,coingecko-原名-单价核对通过,ETHW,1.0,0.3011,ethereum-pow-iou,0.299956,1.0038138927042632,对,32464215.688699998,ethereum-pow-iou,32464215.688699998,1.0,ethereum-pow-iou
JTOUSDT,binance-原名,binance-原名,JTO,1.0,0.4989,,,,,,,,,
1000SATSUSDT,binance-原名,binance-原名,1000SATS,1.0,1.234e-05,,,,,,,,,
AUCTIONUSDT,binance-原名,binance-原名,AUCTION,1.0,3.904,,,,,,,,,
1000RATSUSDT,查不到,查不到,,1.0,0.04138,,,,,,,,,
ACEUSDT,binance-原名,binance-原名,ACE,1.0,0.18899,,,,,,,,,
MOVRUSDT,binance-原名,binance-原名,MOVR,1.0,0.9093,,,,,,,,,
BTCUSDC,binance-原名,binance-原名,BTC,1.0,85373.1,,,,,,,,,
ETHUSDC,binance-原名,binance-原名,ETH,1.0,2716.58,,,,,,,,,
BNBUSDC,binance-原名,binance-原名,BNB,1.0,778.69,,,,,,,,,
SOLUSDC,binance-原名,binance-原名,SOL,1.0,116.67,,,,,,,,,
XRPUSDC,binance-原名,binance-原名,XRP,1.0,1.5639,,,,,,,,,
XAIUSDT,binance-原名,binance-原名,XAI,1.0,0.00823,,,,,,,,,
DOGEUSDC,binance-原名,binance-原名,DOGE,1.0,0.09924,,,,,,,,,
WIFUSDT,binance-原名,binance-原名,WIF,1.0,0.2428,,,,,,,,,
MANTAUSDT,binance-原名,binance-原名,MANTA,1.0,0.07144,,,,,,,,,
ONDOUSDT,binance-原名,binance-原名,ONDO,1.0,0.4297,,,,,,,,,
LSKUSDT,binance-原名,binance-原名,LSK,1.0,0.31482,,,,,,,,,
ALTUSDT,binance-原名,binance-原名,ALT,1.0,0.007986,,,,,,,,,
JUPUSDT,binance-原名,binance-原名,JUP,1.0,0.3009,,,,,,,,,
ZETAUSDT,coingecko-原名,coingecko-原名-单价核对通过,ZETA,1.0,0.05106,zetachain,0.050868,1.0037744751120548,对,82057674.98298,zetachain,82057674.98298,1.0,zetachain
RONINUSDT,binance-原名,binance-原名,RONIN,1.0,0.06585,,,,,,,,,
DYMUSDT,binance-原名,binance-原名,DYM,1.0,0.01942,,,,,,,,,
SUIUSDC,binance-原名,binance-原名,SUI,1.0,1.0088,,,,,,,,,
LINKUSDC,binance-原名,binance-原名,LINK,1.0,12.67,,,,,,,,,
PIXELUSDT,binance-原名,binance-原名,PIXEL,1.0,0.005665,,,,,,,,,
STRKUSDT,binance-原名,binance-原名,STRK,1.0,0.04205,,,,,,,,,
ORDIUSDC,binance-原名,binance-原名,ORDI,1.0,4.817,,,,,,,,,
GLMUSDT,binance-原名,binance-原名,GLM,1.0,0.12823,,,,,,,,,
PORTALUSDT,binance-原名,binance-原名,PORTAL,1.0,0.01855,,,,,,,,,
AXLUSDT,binance-原名,binance-原名,AXL,1.0,0.05374,,,,,,,,,
1000PEPEUSDC,binance-去打包前缀,binance-去打包前缀,PEPE,1000.0,0.0047389,,,,,,,,,
METISUSDT,binance-原名,binance-原名,METIS,1.0,3.581,,,,,,,,,
AEVOUSDT,binance-原名,binance-原名,AEVO,1.0,0.02656,,,,,,,,,
WLDUSDC,binance-原名,binance-原名,WLD,1.0,0.4524,,,,,,,,,
BOMEUSDT,binance-原名,binance-原名,BOME,1.0,0.0011345,,,,,,,,,
ETHFIUSDT,binance-原名,binance-原名,ETHFI,1.0,0.6935,,,,,,,,,
AVAXUSDC,binance-原名,binance-原名,AVAX,1.0,10.743,,,,,,,,,
1000SHIBUSDC,binance-去打包前缀,binance-去打包前缀,SHIB,1000.0,0.005986,,,,,,,,,
ENAUSDT,binance-原名,binance-原名,ENA,1.0,0.21185,,,,,,,,,
WUSDT,binance-原名,binance-原名,W,1.0,0.012115,,,,,,,,,
WIFUSDC,binance-原名,binance-原名,WIF,1.0,0.2427,,,,,,,,,
BCHUSDC,binance-原名,binance-原名,BCH,1.0,355.24,,,,,,,,,
TNSRUSDT,binance-原名,binance-原名,TNSR,1.0,0.03884,,,,,,,,,
SAGAUSDT,binance-原名,binance-原名,SAGA,1.0,0.04995,,,,,,,,,
LTCUSDC,binance-原名,binance-原名,LTC,1.0,62.01,,,,,,,,,
NEARUSDC,binance-原名,binance-原名,NEAR,1.0,4.686,,,,,,,,,
TAOUSDT,binance-原名,binance-原名,TAO,1.0,307.32,,,,,,,,,
ARBUSDC,binance-原名,binance-原名,ARB,1.0,0.23252,,,,,,,,,
NEOUSDC,binance-原名,binance-原名,NEO,1.0,2.635,,,,,,,,,
FILUSDC,binance-原名,binance-原名,FIL,1.0,1.0225,,,,,,,,,
TIAUSDC,binance-原名,binance-原名,TIA,1.0,0.5095,,,,,,,,,
BOMEUSDC,binance-原名,binance-原名,BOME,1.0,0.0011345,,,,,,,,,
REZUSDT,binance-原名,binance-原名,REZ,1.0,0.004005,,,,,,,,,
ENAUSDC,binance-原名,binance-原名,ENA,1.0,0.21158,,,,,,,,,
ETHFIUSDC,binance-原名,binance-原名,ETHFI,1.0,0.6931,,,,,,,,,
1000BONKUSDC,binance-去打包前缀,binance-去打包前缀,BONK,1000.0,0.003809,,,,,,,,,
BBUSDT,binance-原名,binance-原名,BB,1.0,0.010053,,,,,,,,,
NOTUSDT,binance-原名,binance-原名,NOT,1.0,0.0004994,,,,,,,,,
TURBOUSDT,binance-原名,binance-原名,TURBO,1.0,0.0010884,,,,,,,,,
IOUSDT,binance-原名,binance-原名,IO,1.0,0.1582,,,,,,,,,
ZKUSDT,binance-原名,binance-原名,ZK,1.0,0.01225,,,,,,,,,
MEWUSDT,coingecko-原名,coingecko-原名-单价核对通过,MEW,1.0,0.0005048,cat-in-a-dogs-world,0.00050441,1.0007731805475706,对,44871111.11110663,cat-in-a-dogs-world,44871111.11110663,1.0,cat-in-a-dogs-world
LISTAUSDT,binance-原名,binance-原名,LISTA,1.0,0.08551,,,,,,,,,
ZROUSDT,binance-原名,binance-原名,ZRO,1.0,1.4686,,,,,,,,,
CRVUSDC,binance-原名,binance-原名,CRV,1.0,0.3517,,,,,,,,,
RENDERUSDT,binance-原名,binance-原名,RENDER,1.0,1.779,,,,,,,,,
BANANAUSDT,binance-原名,binance-原名,BANANA,1.0,4.139,,,,,,,,,
RAREUSDT,binance-原名,binance-原名,RARE,1.0,0.01358,,,,,,,,,
GUSDT,binance-原名,binance-原名,G,1.0,0.006128,,,,,,,,,
SYNUSDT,binance-原名,binance-原名,SYN,1.0,0.22063,,,,,,,,,
BRETTUSDT,coingecko-原名,coingecko-原名-单价核对通过,BRETT,1.0,0.005864,based-brett,0.00586555,0.9997357451560384,对,58109904.35826917,based-brett,58109904.35826917,1.0,based-brett
POPCATUSDT,coingecko-原名,coingecko-原名-单价核对通过,POPCAT,1.0,0.05978,popcat,0.060045,0.9955866433508201,对,58583124.8902088,popcat,58583124.8902088,1.0,popcat
SUNUSDT,binance-原名,binance-原名,SUN,1.0,0.017295,,,,,,,,,
DOGSUSDT,binance-原名,binance-原名,DOGS,1.0,4.986e-05,,,,,,,,,
FLUXUSDT,binance-原名,binance-原名,FLUX,1.0,0.0712,,,,,,,,,
RPLUSDT,binance-原名,binance-原名,RPL,1.0,2.003,,,,,,,,,
POLUSDT,binance-原名,binance-原名,POL,1.0,0.10653,,,,,,,,,
1MBABYDOGEUSDT,binance-原名,binance-原名,1MBABYDOGE,1.0,0.0004187,,,,,,,,,
NEIROUSDT,binance-原名,binance-原名,NEIRO,1.0,9.643e-05,,,,,,,,,
FIDAUSDT,binance-原名,binance-原名,FIDA,1.0,0.02214,,,,,,,,,
CATIUSDT,binance-原名,binance-原名,CATI,1.0,0.06522,,,,,,,,,
HMSTRUSDT,binance-原名,binance-原名,HMSTR,1.0,0.0001822,,,,,,,,,
EIGENUSDT,binance-原名,binance-原名,EIGEN,1.0,0.2539,,,,,,,,,
DIAUSDT,binance-原名,binance-原名,DIA,1.0,0.153,,,,,,,,,
1000CATUSDT,binance-原名,binance-原名,1000CAT,1.0,0.002237,,,,,,,,,
SCRUSDT,binance-原名,binance-原名,SCR,1.0,0.02435,,,,,,,,,
GOATUSDT,coingecko-原名,coingecko-原名-单价核对通过,GOAT,1.0,0.02033,goatseus-maximus,0.02032525,1.0002336994624914,对,20329568.76420682,goatseus-maximus,20329568.76420682,1.0,goatseus-maximus
MOODENGUSDT,coingecko-原名,coingecko-原名-单价核对通过,MOODENG,1.0,0.04784,moo-deng,0.04790767,0.9985874913140214,对,47358566.31522812,moo-deng,47358566.31522812,1.0,moo-deng
SAFEUSDT,查不到,查不到,,1.0,0.11174,,,,,,,,,
SANTOSUSDT,binance-原名,binance-原名,SANTOS,1.0,0.534,,,,,,,,,
COWUSDT,binance-原名,binance-原名,COW,1.0,0.1485,,,,,,,,,
CETUSUSDT,binance-原名,binance-原名,CETUS,1.0,0.02765,,,,,,,,,
1000000MOGUSDT,coingecko-去打包前缀,coingecko-去打包前缀-单价核对通过,MOG,1000000.0,0.1267,mog-coin,1.2675e-07,0.999605522682446,对,49484205.14536532,mog-coin,49484205.14536532,1.0,mog-coin
GRASSUSDT,coingecko-原名,coingecko-原名-单价核对通过,GRASS,1.0,0.4629,grass,0.460711,1.0047513517150666,对,313393743.024,grass,313393743.024,1.0,grass
DRIFTUSDT,查不到,查不到,,1.0,0.02035,,,,,,,,,
ACTUSDT,binance-原名,binance-原名,ACT,1.0,0.011204,,,,,,,,,
PNUTUSDT,binance-原名,binance-原名,PNUT,1.0,0.05718,,,,,,,,,
BANUSDT,coingecko-原名,coingecko-原名-单价核对通过,BAN,1.0,0.06855,comedian,0.068427,1.001797536060327,对,68547385.4529585,comedian,68547385.4529585,1.0,comedian
AKTUSDT,coingecko-原名,coingecko-原名-单价核对通过,AKT,1.0,0.733,akash-network,0.735712,0.9963137749554173,对,218474711.932779,akash-network,218474711.932779,1.0,akash-network
1000CHEEMSUSDT,binance-原名,binance-原名,1000CHEEMS,1.0,0.0005696,,,,,,,,,
THEUSDT,binance-原名,binance-原名,THE,1.0,0.0809,,,,,,,,,
MORPHOUSDT,binance-原名,binance-原名,MORPHO,1.0,2.5883,,,,,,,,,
CHILLGUYUSDT,查不到,查不到,,1.0,0.014098,,,,,,,,,
KAIAUSDT,binance-原名,binance-原名,KAIA,1.0,0.03458,,,,,,,,,
AEROUSDT,binance-原名,binance-原名,AERO,1.0,0.7064,,,,,,,,,
ORCAUSDT,binance-原名,binance-原名,ORCA,1.0,1.576,,,,,,,,,
MOVEUSDT,binance-原名,binance-原名,MOVE,1.0,0.00992,,,,,,,,,
RAYSOLUSDT,查不到,查不到,,1.0,1.9011,,,,,,,,,
KOMAUSDT,查不到,查不到,,1.0,0.022532,,,,,,,,,
VIRTUALUSDT,binance-原名,binance-原名,VIRTUAL,1.0,0.7513,,,,,,,,,
SPXUSDT,coingecko-原名,coingecko-原名-单价核对通过,SPX,1.0,0.4904,spx6900,0.490819,0.9991463248162764,对,456556117.0331736,spx6900,456556117.0331736,1.0,spx6900
MEUSDT,binance-原名,binance-原名,ME,1.0,0.07728,,,,,,,,,
AVAUSDT,binance-原名,binance-原名,AVA,1.0,0.2792,,,,,,,,,
VELODROMEUSDT,binance-原名,binance-原名,VELODROME,1.0,0.03009,,,,,,,,,
MOCAUSDT,coingecko-原名,coingecko-原名-单价核对通过,MOCA,1.0,0.010526,mocaverse,0.01052803,0.999807181400509,对,44558518.26058516,mocaverse,44558518.26058516,1.0,mocaverse
VANAUSDT,binance-原名,binance-原名,VANA,1.0,1.1494,,,,,,,,,
PENGUUSDT,binance-原名,binance-原名,PENGU,1.0,0.010101,,,,,,,,,
LUMIAUSDT,binance-原名,binance-原名,LUMIA,1.0,0.085,,,,,,,,,
USUALUSDT,binance-原名,binance-原名,USUAL,1.0,0.013776,,,,,,,,,
AIXBTUSDT,binance-原名,binance-原名,AIXBT,1.0,0.02344,,,,,,,,,
FARTCOINUSDT,coingecko-原名,coingecko-原名-单价核对通过,FARTCOIN,1.0,0.1977,fartcoin,0.198534,0.9957992081960773,对,197694299.23506987,fartcoin,197694299.23506987,1.0,fartcoin
KMNOUSDT,binance-原名,binance-原名,KMNO,1.0,0.03698,,,,,,,,,
CGPTUSDT,binance-原名,binance-原名,CGPT,1.0,0.02218,,,,,,,,,
HIVEUSDT,binance-原名,binance-原名,HIVE,1.0,0.05631,,,,,,,,,
DEXEUSDT,binance-原名,binance-原名,DEXE,1.0,1.992,,,,,,,,,
PHAUSDT,binance-原名,binance-原名,PHA,1.0,0.04719,,,,,,,,,
GRIFFAINUSDT,查不到,查不到,,1.0,0.016007,,,,,,,,,
ZEREBROUSDT,coingecko-原名,coingecko-原名-单价核对通过,ZEREBRO,1.0,0.034503,zerebro,0.03451499,0.9996526147045095,对,34501205.152439944,zerebro,34501205.152439944,1.0,zerebro
BIOUSDT,binance-原名,binance-原名,BIO,1.0,0.02991,,,,,,,,,
COOKIEUSDT,binance-原名,binance-原名,COOKIE,1.0,0.012279,,,,,,,,,
ALCHUSDT,coingecko-原名,coingecko-原名-单价核对通过,ALCH,1.0,0.04895,alchemist-ai,0.04885732,1.001896952186489,对,48947697.61785603,alchemist-ai,48947697.61785603,1.0,alchemist-ai
SWARMSUSDT,查不到,查不到,,1.0,0.008461,,,,,,,,,
SONICUSDT,查不到,查不到,,1.0,0.0267,,,,,,,,,
PROMUSDT,binance-原名,binance-原名,PROM,1.0,5.137,,,,,,,,,
SUSDT,binance-原名,binance-原名,S,1.0,0.04261,,,,,,,,,
SOLVUSDT,binance-原名,binance-原名,SOLV,1.0,0.004216,,,,,,,,,
ARCUSDT,coingecko-原名,coingecko-原名-单价核对通过,ARC,1.0,0.08119,ai-rig-complex,0.0809,1.003584672435105,对,81188587.75812954,ai-rig-complex,81188587.75812954,1.0,ai-rig-complex
AVAAIUSDT,查不到,查不到,,1.0,0.009998,,,,,,,,,
TRUMPUSDT,binance-原名,binance-原名,TRUMP,1.0,2.151,,,,,,,,,
MELANIAUSDT,coingecko-原名,coingecko-原名-单价核对通过,MELANIA,1.0,0.11196,melania-meme,0.111714,1.0022020516676513,对,111959521.22330943,melania-meme,111959521.22330943,1.0,melania-meme
VTHOUSDT,binance-原名,binance-原名,VTHO,1.0,0.0007248,,,,,,,,,
ANIMEUSDT,binance-原名,binance-原名,ANIME,1.0,0.003484,,,,,,,,,
PIPPINUSDT,coingecko-原名,coingecko-原名-单价核对通过,PIPPIN,1.0,0.01957,pippin,0.01960129,0.9984036764927207,对,19568706.714719266,pippin,19568706.714719266,1.0,pippin
VVVUSDT,coingecko-原名,coingecko-原名-单价核对通过,VVV,1.0,32.1,venice-token,32.17,0.9978240596829344,对,1544816172.0927567,venice-token,1544816172.0927567,1.0,venice-token
BERAUSDT,binance-原名,binance-原名,BERA,1.0,0.2347,,,,,,,,,
TSTUSDT,binance-原名,binance-原名,TST,1.0,0.01774,,,,,,,,,
LAYERUSDT,binance-原名,binance-原名,LAYER,1.0,0.07857,,,,,,,,,
HEIUSDT,binance-原名,binance-原名,HEI,1.0,0.1508,,,,,,,,,
GPSUSDT,binance-原名,binance-原名,GPS,1.0,0.012603,,,,,,,,,
SHELLUSDT,binance-原名,binance-原名,SHELL,1.0,0.02812,,,,,,,,,
KAITOUSDT,binance-原名,binance-原名,KAITO,1.0,0.3612,,,,,,,,,
KAITOUSDC,binance-原名,binance-原名,KAITO,1.0,0.361,,,,,,,,,
TRUMPUSDC,binance-原名,binance-原名,TRUMP,1.0,2.15,,,,,,,,,
ADAUSDC,binance-原名,binance-原名,ADA,1.0,0.2492,,,,,,,,,
REDUSDT,binance-原名,binance-原名,RED,1.0,0.1606,,,,,,,,,
PNUTUSDC,binance-原名,binance-原名,PNUT,1.0,0.05715,,,,,,,,,
HBARUSDC,binance-原名,binance-原名,HBAR,1.0,0.09463,,,,,,,,,
EPICUSDT,binance-原名,binance-原名,EPIC,1.0,0.571,,,,,,,,,
BMTUSDT,binance-原名,binance-原名,BMT,1.0,0.02069,,,,,,,,,
MUBARAKUSDT,binance-原名,binance-原名,MUBARAK,1.0,0.05505,,,,,,,,,
FORMUSDT,binance-原名,binance-原名,FORM,1.0,0.3045,,,,,,,,,
TUTUSDT,binance-原名,binance-原名,TUT,1.0,0.02525,,,,,,,,,
BROCCOLI714USDT,binance-原名,binance-原名,BROCCOLI714,1.0,0.02351,,,,,,,,,
BROCCOLIF3BUSDT,查不到,查不到,,1.0,0.00771,,,,,,,,,
SIRENUSDT,coingecko-原名,coingecko-原名-单价核对通过,SIREN,1.0,0.02437,siren-2,0.02541518,0.9588757585033826,对,17633877.515018914,siren-2,17633877.515018914,1.0,siren-2
BANANAS31USDT,binance-原名,binance-原名,BANANAS31,1.0,0.008159,,,,,,,,,
BRUSDT,coingecko-原名,coingecko-原名-单价核对通过,BR,1.0,1.07072,bedrock-token,1.077,0.9941689879294335,对,317646932.61951995,bedrock-token,317646932.61951995,1.0,bedrock-token
PLUMEUSDT,binance-原名,binance-原名,PLUME,1.0,0.01643,,,,,,,,,
NILUSDT,binance-原名,binance-原名,NIL,1.0,0.0981,,,,,,,,,
PARTIUSDT,binance-原名,binance-原名,PARTI,1.0,0.02603,,,,,,,,,
JELLYJELLYUSDT,coingecko-原名,coingecko-原名-单价核对通过,JELLYJELLY,1.0,0.0575,jelly-my-jelly,0.05739,1.001916710228263,对,57499948.212050006,jelly-my-jelly,57499948.212050006,1.0,jelly-my-jelly
MAVIAUSDT,查不到,查不到,,1.0,0.03697,,,,,,,,,
PAXGUSDT,binance-原名,binance-原名,PAXG,1.0,4302.36,,,,,,,,,
WALUSDT,binance-原名,binance-原名,WAL,1.0,0.03425,,,,,,,,,
GUNUSDT,binance-原名,binance-原名,GUN,1.0,0.003121,,,,,,,,,
ATHUSDT,coingecko-原名,coingecko-原名-单价核对通过,ATH,1.0,0.00604,aethir,0.00605893,0.9968756859709553,对,121577738.14172001,aethir,121577738.14172001,1.0,aethir
BABYUSDT,binance-原名,binance-原名,BABY,1.0,0.01318,,,,,,,,,
PROMPTUSDT,查不到,查不到,,1.0,0.02247,,,,,,,,,
STOUSDT,binance-原名,binance-原名,STO,1.0,0.04462,,,,,,,,,
FHEUSDT,查不到,查不到,,1.0,0.02439,,,,,,,,,
KERNELUSDT,binance-原名,binance-原名,KERNEL,1.0,0.05625,,,,,,,,,
WCTUSDT,binance-原名,binance-原名,WCT,1.0,0.04444,,,,,,,,,
INITUSDT,binance-原名,binance-原名,INIT,1.0,0.09045,,,,,,,,,
BANKUSDT,binance-原名,binance-原名,BANK,1.0,0.03493,,,,,,,,,
DEEPUSDT,coingecko-原名,coingecko-原名-单价核对通过,DEEP,1.0,0.01937,deep,0.01944707,0.9960369351269882,对,48424999.99999999,deep,48424999.99999999,1.0,deep
HYPERUSDT,binance-原名,binance-原名,HYPER,1.0,0.0773,,,,,,,,,
JSTUSDT,binance-原名,binance-原名,JST,1.0,0.1117,,,,,,,,,
SIGNUSDT,binance-原名,binance-原名,SIGN,1.0,0.012644,,,,,,,,,
PUNDIXUSDT,binance-原名,binance-原名,PUNDIX,1.0,0.12123,,,,,,,,,
CTKUSDT,binance-原名,binance-原名,CTK,1.0,0.1316,,,,,,,,,
AIOTUSDT,coingecko-原名,coingecko-原名-单价核对通过,AIOT,1.0,0.05056,okzoo,0.050481,1.001564945226917,对,26556639.94944,okzoo,26556639.94944,1.0,okzoo
DOLOUSDT,binance-原名,binance-原名,DOLO,1.0,0.03031,,,,,,,,,
HAEDALUSDT,binance-原名,binance-原名,HAEDAL,1.0,0.02132,,,,,,,,,
SXTUSDT,binance-原名,binance-原名,SXT,1.0,0.009843,,,,,,,,,
ASRUSDT,binance-原名,binance-原名,ASR,1.0,0.8885,,,,,,,,,
ALPINEUSDT,binance-原名,binance-原名,ALPINE,1.0,0.3618,,,,,,,,,
B2USDT,coingecko-原名,coingecko-原名-单价核对通过,B2,1.0,0.4813,bsquared-network,0.479759,1.003212029373081,对,19996029.6375,bsquared-network,19996029.6375,1.0,bsquared-network
SYRUPUSDT,binance-原名,binance-原名,SYRUP,1.0,0.21675,,,,,,,,,
DOODUSDT,查不到,查不到,,1.0,0.001935,,,,,,,,,
OGUSDT,binance-原名,binance-原名,OG,1.0,2.931,,,,,,,,,
SKYAIUSDT,coingecko-原名,coingecko-原名-单价核对通过,SKYAI,1.0,0.05023,skyai,0.050137,1.0018549175259788,对,50148833.52211788,skyai,50148833.52211788,1.0,skyai
NXPCUSDT,binance-原名,binance-原名,NXPC,1.0,0.2504,,,,,,,,,
CVCUSDT,binance-原名,binance-原名,CVC,1.0,0.02852,,,,,,,,,
AGTUSDT,查不到,查不到,,1.0,0.019509,,,,,,,,,
AWEUSDT,binance-原名,binance-原名,AWE,1.0,0.06406,,,,,,,,,
BUSDT,查不到,查不到,,1.0,0.2318,,,,,,,,,
SOONUSDT,coingecko-原名,coingecko-原名-单价核对通过,SOON,1.0,0.2015,soon-2,0.201022,1.0023778491906359,对,68468036.08554001,soon-2,68468036.08554001,1.0,soon-2
HUMAUSDT,binance-原名,binance-原名,HUMA,1.0,0.024832,,,,,,,,,
AUSDT,coingecko-原名,binance-原名,AUSDT,1.0,0.09696,alloy-tether,0.999825,0.09697697096991974,错,4859558.455190401,,,,alloy-tether
SOPHUSDT,binance-原名,binance-原名,SOPH,1.0,0.003774,,,,,,,,,
MERLUSDT,coingecko-原名,coingecko-原名-单价核对通过,MERL,1.0,0.03255,merlin-chain,0.03244101,1.0033596364601474,对,68355000.0,merlin-chain,68355000.0,1.0,merlin-chain
HYPEUSDT,coingecko-原名,coingecko-原名-单价核对通过,HYPE,1.0,94.654,hyperliquid,94.85,0.9979335793357934,对,21055376619.973778,hyperliquid,21055376619.973778,1.0,hyperliquid
1000000BOBUSDT,coingecko-去打包前缀,coingecko-去打包前缀-单价对不上留空,BOB,1000000.0,0.01988,bob-build-on-bitcoin,0.00571732,3.4771536314217152e-06,错,65.92829713204,,,,bob-build-on-bitcoin
LAUSDT,binance-原名,binance-原名,LA,1.0,0.07656,,,,,,,,,
HOMEUSDT,binance-原名,binance-原名,HOME,1.0,0.006397,,,,,,,,,
